target,placement_day,cancellation_day,distance_(km),placement_hours,placement_minutes,placement_seconds,cancellation_hours,cancellation_minutes,cancellation_seconds,personal_or_business_Personal,personal_or_business_nan,vehicle_type_Standard Bike,vehicle_type_nan,standard_or_express_Standard,standard_or_express_nan,platform_android,platform_desktop,platform_ios,platform_peer_web,platform_nan,cancelled_by_Staff,cancelled_by_nan,scheduled_Scheduled,scheduled_nan,placement_day_freq_encode,cancellation_day_freq_encode,placement_hours_freq_encode,placement_minutes_freq_encode,placement_seconds_freq_encode,cancellation_hours_freq_encode,cancellation_minutes_freq_encode,cancellation_seconds_freq_encode
2.0,1,1,40,15,17,48,15,19,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,120,104,718,109,103
3.0,1,1,11,10,59,10,11,17,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1010,1056,633,99,127,613,109,94
1.0,1,1,6,16,25,1,16,25,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,572,85,113,662,123,104
5.0,1,1,19,14,42,48,14,47,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,679,101,104,622,102,104
2.0,1,1,14,14,14,30,15,14,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1010,1056,679,101,102,718,113,103
0.0,1,1,3,11,10,23,11,26,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,700,118,118,613,100,119
2.0,1,1,14,11,54,2,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,700,132,119,658,411,205
5.0,1,1,13,7,44,31,9,25,19,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,127,114,122,421,123,102
2.0,1,1,16,8,9,58,8,31,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,328,108,116,240,92,114
3.0,1,1,4,12,0,37,13,6,39,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1010,1056,686,126,100,631,107,132
5.0,1,1,9,14,42,51,14,48,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1010,1056,679,101,107,622,103,108
0.0,1,1,14,11,45,23,12,59,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,700,119,118,658,100,116
3.0,1,1,16,10,52,6,11,11,22,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1010,1056,633,116,125,613,107,102
2.0,1,1,6,15,1,42,15,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1010,1056,748,112,103,718,109,90
0.0,1,1,20,14,28,43,14,32,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,679,113,108,622,103,103
2.0,1,1,28,11,44,36,11,46,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,700,114,107,613,105,93
1.0,1,1,13,12,7,1,12,8,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,686,106,113,658,102,103
2.0,1,1,12,13,56,57,14,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,670,123,115,622,108,103
0.0,1,1,4,8,41,51,9,9,43,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1010,1056,328,103,107,421,100,120
0.0,1,1,7,9,1,7,10,21,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,464,112,100,532,86,114
3.0,1,1,9,10,56,2,11,17,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1010,1056,633,123,119,613,109,103
1.0,1,1,3,8,57,31,9,2,33,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,328,99,122,421,109,96
2.0,1,1,15,11,36,37,11,38,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,700,98,100,613,112,103
4.0,1,1,3,10,56,24,11,8,42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,633,123,92,613,102,104
5.0,1,1,13,11,54,46,11,55,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,700,132,96,613,99,95
0.0,1,1,10,12,30,23,12,43,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1010,1056,686,126,118,658,102,111
0.0,1,1,14,15,45,27,16,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,119,112,662,107,118
4.0,1,1,0,17,10,39,17,50,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010,1056,345,118,119,436,128,102
1.0,1,1,9,8,2,31,8,3,17,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1010,1056,328,103,122,240,110,128
2.0,1,1,18,15,20,5,15,20,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,118,136,718,114,100
5.0,1,1,28,11,48,9,11,50,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,700,124,118,613,128,112
2.0,1,1,5,7,27,23,7,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,127,102,118,96,111,151
4.0,1,1,9,10,38,37,12,29,16,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1010,1056,633,98,100,658,133,101
2.0,1,1,13,14,40,54,15,26,16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,679,105,125,718,100,101
2.0,1,1,27,10,50,28,10,51,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,633,128,86,532,114,110
4.0,1,1,6,11,36,25,16,42,29,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1010,1056,700,98,96,662,93,122
4.0,1,1,17,16,18,37,16,46,39,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1010,1056,572,104,100,662,105,132
4.0,1,1,4,15,0,12,16,38,49,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,748,126,104,662,112,142
1.0,1,1,26,13,24,19,13,26,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1010,1056,670,121,98,631,100,114
0.0,1,1,3,11,8,17,11,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,700,109,112,613,106,118
4.0,1,1,7,15,20,40,17,10,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,748,118,96,436,90,118
0.0,1,1,12,14,30,9,14,55,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,679,126,118,622,99,103
1.0,1,1,9,14,14,31,15,37,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,679,101,122,718,97,118
3.0,1,1,10,17,32,54,19,7,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1010,1056,345,109,125,182,109,103
0.0,1,1,27,13,31,33,13,44,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,670,112,112,631,123,102
2.0,1,1,8,13,32,43,13,39,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,670,109,108,631,97,124
4.0,1,1,0,11,10,39,12,27,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010,1056,700,118,119,658,97,95
3.0,1,1,2,9,54,36,10,41,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,464,132,107,532,108,113
2.0,1,1,5,14,21,44,14,22,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,679,97,121,622,125,128
1.0,1,1,16,16,34,56,16,36,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,572,102,95,662,94,132
3.0,1,1,0,10,34,33,11,55,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010,1056,633,102,112,613,99,93
5.0,1,1,7,11,4,51,12,7,16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,700,112,107,658,109,101
1.0,1,1,6,12,1,9,15,28,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,686,112,118,718,111,128
5.0,1,1,4,9,24,39,13,19,32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,464,121,119,631,109,112
5.0,1,1,9,13,25,25,15,42,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,670,85,96,718,93,89
0.0,1,1,17,11,42,36,16,1,25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,700,101,107,662,108,118
3.0,1,2,16,11,58,2,3,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1041,700,107,119,333,411,101
3.0,1,1,16,12,56,58,13,48,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,686,123,116,631,103,103
5.0,1,1,7,14,5,36,14,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1010,1056,679,93,107,622,90,116
3.0,1,2,26,11,28,41,3,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1010,1041,700,113,104,333,411,101
2.0,1,1,26,13,8,42,13,9,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,670,109,103,631,100,118
1.0,1,1,18,13,37,2,13,43,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,670,115,119,631,102,96
5.0,1,1,12,9,27,13,9,46,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1010,1056,464,102,125,421,105,122
1.0,1,1,6,10,1,0,10,41,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,633,112,115,532,108,90
5.0,1,1,17,12,31,30,13,17,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,686,112,102,631,109,122
1.0,1,1,12,11,22,15,11,22,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,700,116,104,613,125,99
0.0,1,1,3,11,56,24,12,45,57,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1010,1056,700,123,92,658,122,111
3.0,1,2,5,12,25,16,3,0,16,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1010,1041,686,85,101,333,411,101
1.0,1,1,2,11,52,5,11,52,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1010,1056,700,116,136,613,97,111
3.0,1,2,18,12,16,53,3,0,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1010,1041,686,99,92,333,411,101
3.0,1,1,0,10,5,7,10,58,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010,1056,633,93,100,532,118,122
3.0,1,1,23,7,13,48,7,56,28,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1010,1056,127,118,104,96,100,114
5.0,1,1,6,10,23,58,10,38,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1010,1056,633,115,116,532,112,111
0.0,1,1,6,14,23,59,15,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,679,115,97,718,114,90
0.0,1,1,12,10,35,32,17,51,55,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1010,1056,633,106,111,436,114,84
3.0,1,1,13,16,26,13,19,55,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1010,1056,572,101,125,182,99,102
5.0,1,1,29,14,7,24,14,37,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1010,1056,679,106,92,622,97,102
0.0,1,1,14,11,10,22,11,32,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,700,118,108,613,103,94
2.0,1,1,32,11,59,30,12,19,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,700,99,102,658,109,101
5.0,1,1,7,12,12,18,13,49,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,686,95,122,631,110,110
2.0,1,1,5,9,38,28,9,38,52,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1010,1056,464,98,86,421,112,100
5.0,1,1,7,13,32,3,13,51,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,670,109,102,631,114,132
0.0,1,1,21,11,55,18,16,20,49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1010,1056,700,101,122,662,114,142
5.0,1,1,23,7,4,18,7,58,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1010,1056,127,112,122,96,118,115
1.0,1,1,2,11,49,44,11,49,55,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1010,1056,700,120,121,613,110,84
2.0,1,1,22,12,50,38,13,2,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,686,128,137,631,109,114
0.0,1,1,17,11,49,19,11,57,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,700,120,98,613,101,100
5.0,1,1,7,13,28,39,13,38,59,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,670,113,119,631,112,118
0.0,1,1,16,9,10,4,9,12,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1010,1056,464,118,120,421,106,93
1.0,1,1,13,11,23,0,11,23,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1010,1056,700,115,115,613,120,128
3.0,1,1,9,12,43,24,14,57,26,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1010,1056,686,112,92,622,101,100
3.0,1,1,18,11,52,23,19,51,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1010,1056,700,116,118,182,114,128
3.0,1,2,8,12,9,42,3,0,16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1010,1041,686,108,103,333,411,101
2.0,1,1,2,11,56,9,11,57,36,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1010,1056,700,123,118,613,101,122
3.0,1,1,10,15,1,19,18,20,42,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1010,1056,748,112,98,277,114,104
0.0,1,1,32,15,56,12,16,28,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,123,104,662,111,94
0.0,1,1,13,17,15,45,17,17,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,345,114,124,436,109,124
0.0,1,1,12,15,6,15,15,25,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,113,104,718,123,119
3.0,1,2,0,15,40,27,3,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010,1041,748,105,112,333,411,113
2.0,1,1,4,15,47,59,16,4,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,122,97,662,89,115
3.0,1,1,30,14,54,36,15,37,51,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1010,1056,679,132,107,718,97,110
2.0,1,1,10,16,31,51,16,32,22,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1010,1056,572,112,107,662,103,102
2.0,1,1,41,18,4,56,18,26,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,229,112,95,277,100,100
2.0,1,1,10,16,30,24,16,30,53,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1010,1056,572,126,92,662,103,94
3.0,1,1,4,14,31,55,16,37,43,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1010,1056,679,112,110,662,97,120
3.0,1,1,6,16,12,18,17,8,57,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,572,95,122,436,102,111
0.0,1,1,17,16,7,45,16,20,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,572,106,124,662,114,89
0.0,1,1,12,16,9,4,16,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,572,108,120,662,125,151
0.0,1,1,5,16,6,44,16,20,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,572,113,121,662,114,96
1.0,1,1,18,14,29,16,16,21,54,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1010,1056,679,127,101,662,86,98
3.0,1,1,8,16,52,57,17,58,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1010,1056,572,116,115,436,118,94
0.0,1,1,8,15,0,50,16,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,748,126,116,662,100,103
1.0,1,1,10,19,41,14,19,41,34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1010,1056,133,103,108,182,108,118
1.0,1,1,4,16,39,7,17,29,16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1056,572,100,100,436,133,101
2.0,1,1,39,18,44,16,18,44,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1010,1056,229,114,101,277,123,96
5.0,2,2,6,15,13,6,16,15,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,118,125,662,89,110
0.0,2,2,17,8,59,38,8,59,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,328,99,137,240,100,96
3.0,2,2,7,14,45,3,15,44,58,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,679,119,102,718,123,119
2.0,2,2,12,12,47,39,12,50,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,686,122,119,658,128,103
5.0,2,2,9,15,36,35,15,40,33,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,98,116,718,113,96
2.0,2,2,18,14,11,26,14,16,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,679,119,129,622,90,111
0.0,2,2,6,16,16,17,16,22,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,572,99,112,662,125,94
5.0,2,2,12,9,7,34,9,22,30,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,464,106,100,421,125,99
0.0,2,2,2,16,4,20,16,4,54,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,572,112,122,662,89,98
5.0,2,2,13,13,46,34,13,49,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,114,100,631,110,104
1.0,2,2,17,15,35,37,15,36,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,106,100,718,94,118
0.0,2,2,10,19,46,11,19,49,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,133,114,137,182,110,92
1.0,2,2,16,14,10,20,14,10,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,679,118,122,622,90,119
2.0,2,2,18,17,5,21,17,48,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,345,93,100,436,103,142
1.0,2,2,7,15,45,9,15,45,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,748,119,118,718,122,102
4.0,2,2,0,6,49,23,7,26,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,51,120,118,96,100,113
4.0,2,2,0,4,0,26,7,26,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,23,126,129,96,100,99
3.0,2,3,0,16,14,19,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1193,572,101,98,333,411,205
0.0,2,2,9,17,43,48,17,44,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,112,104,436,123,118
0.0,2,2,9,17,43,3,17,43,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,112,102,436,102,118
5.0,2,2,18,14,17,37,17,7,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,120,100,436,109,92
1.0,2,2,13,14,35,31,14,47,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,679,106,122,622,102,102
0.0,2,2,6,16,22,38,16,23,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,572,116,137,662,120,122
0.0,2,2,79,17,33,56,17,34,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,114,95,436,84,114
2.0,2,2,41,14,30,16,14,31,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,679,126,101,622,92,92
0.0,2,2,56,18,43,50,18,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,229,112,116,277,122,205
1.0,2,2,10,8,58,49,9,2,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,328,107,108,421,109,103
0.0,2,2,9,17,35,59,17,36,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,106,97,436,94,119
3.0,2,2,1,11,35,9,12,5,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,700,106,118,658,107,94
2.0,2,2,9,17,19,27,17,51,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,345,94,112,436,114,94
0.0,2,2,17,8,35,8,8,57,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,328,106,99,240,101,99
1.0,2,2,7,10,57,55,11,37,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,99,110,613,97,118
0.0,2,2,5,12,28,57,12,38,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,686,113,115,658,112,96
1.0,2,2,9,14,51,6,15,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,679,113,125,718,122,205
0.0,2,2,9,10,50,18,10,50,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,128,122,532,128,120
0.0,2,2,7,13,55,17,14,42,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,670,101,112,622,93,120
3.0,2,3,0,22,34,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1193,56,102,108,333,411,205
0.0,2,2,5,17,54,5,18,44,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,132,136,277,123,132
4.0,2,2,0,8,29,33,9,27,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,328,127,112,421,97,118
5.0,2,2,30,10,23,21,10,53,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,633,115,100,532,87,122
1.0,2,2,13,16,33,27,16,46,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,572,114,112,662,105,132
1.0,2,2,17,15,31,8,15,32,52,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,112,99,718,103,100
4.0,2,2,4,10,59,45,11,16,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,633,99,124,613,90,116
5.0,2,2,3,16,32,46,16,39,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,109,96,662,97,102
2.0,2,2,22,16,32,24,16,35,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,572,109,92,662,100,108
1.0,2,2,20,22,23,47,22,24,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,56,115,104,29,108,89
0.0,2,2,6,12,10,55,12,20,43,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,686,118,110,658,114,120
2.0,2,2,20,9,16,31,9,16,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,99,122,421,90,103
3.0,2,2,5,12,44,57,12,47,54,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1043,1041,686,114,115,658,102,98
1.0,2,2,14,9,20,25,9,56,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,118,96,421,100,104
3.0,2,2,14,13,18,0,13,26,33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1043,1041,670,104,115,631,100,96
0.0,2,2,17,8,58,19,8,58,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,328,107,98,240,118,96
5.0,2,2,7,8,8,7,8,8,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,328,109,100,240,102,92
1.0,2,2,9,8,6,31,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,328,113,122,240,109,205
1.0,2,2,20,13,41,8,13,41,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,670,103,99,631,108,94
3.0,2,2,3,11,45,57,11,47,22,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1043,1041,700,119,115,613,102,102
2.0,2,2,0,13,57,40,14,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,670,99,96,622,411,132
3.0,2,2,13,17,9,26,17,13,42,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1043,1041,345,108,129,436,97,104
0.0,2,2,9,10,48,55,10,50,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,124,110,532,128,116
3.0,2,3,17,14,15,20,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1043,1193,679,114,122,333,411,151
5.0,2,2,3,16,7,16,16,11,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,106,101,662,107,96
2.0,2,2,18,8,52,37,8,52,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,328,116,100,240,97,100
0.0,2,2,12,12,54,6,12,56,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,686,132,125,658,100,94
0.0,2,2,11,15,58,35,16,43,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,107,116,662,102,93
5.0,2,2,10,12,51,20,12,54,55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,686,113,122,658,109,84
0.0,2,2,6,11,59,8,12,10,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,700,99,99,658,90,113
1.0,2,2,3,16,0,8,16,5,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,126,99,662,107,115
3.0,2,2,0,16,8,28,16,8,56,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,572,109,86,662,102,132
5.0,2,2,21,14,13,8,16,38,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,679,118,99,662,112,118
0.0,2,2,15,10,53,38,10,57,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,633,117,137,532,101,110
0.0,2,2,16,15,37,20,15,38,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,115,122,718,112,102
1.0,2,2,4,16,17,6,16,30,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,120,125,662,103,142
1.0,2,2,19,10,41,11,10,42,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,633,103,137,532,93,102
4.0,2,2,0,11,15,38,11,19,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,700,114,137,613,109,119
1.0,2,2,11,15,54,54,15,55,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,748,132,125,718,99,103
1.0,2,2,12,17,47,14,20,34,32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,345,122,108,90,84,112
0.0,2,2,3,12,3,50,12,44,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,686,113,116,658,123,114
0.0,2,2,14,13,0,2,13,5,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,670,126,119,631,107,111
0.0,2,2,9,17,46,35,17,47,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,114,116,436,102,116
0.0,2,2,11,15,46,29,15,48,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,748,114,111,718,103,102
